PC1,PC2,PC3,label
0.026848262316665795,-0.02979698174345813,-0.01715228472886357,culture
-0.02079713800746807,0.36492143380969444,-0.01185148014185495,culture
0.10400021096704364,0.3271401067686719,-0.046239754644253867,culture
0.021962757615889693,-0.057378162946024505,-0.0218371475257366,culture
-0.06076200499415495,0.2944453740498407,-0.05909589604375674,culture
0.1724273054505695,-0.0737842848378639,-0.06257362496136937,culture
-0.0657810183684296,0.012724264499905233,-0.03459718072737138,culture
0.11509291954826031,0.27172796592060183,-0.0632805362360355,culture
0.0494610612132183,-0.039831931121147864,-0.03496146371924424,culture
0.002397525154977564,-0.04708770933481674,-0.05065853761286159,culture
-0.005286925823254268,-0.02832397002930399,-0.03947475476956715,culture
0.016259693671053628,0.021530541265539802,0.02332736322396979,culture
0.10285679281702967,-0.04309344329423512,-0.025243183157719753,culture
0.05448713403026848,0.11829924648239079,-0.04656267267342953,culture
0.055047575480729784,0.3700608860742735,-0.0719173975635776,culture
-0.055441116006711734,-0.023664246950680007,-0.02529070846796489,culture
0.016613126518701116,0.36500200010074346,-0.02952994259154345,culture
0.0740376292589906,-0.02095298124561279,-0.009918685654016778,culture
0.020401699059886487,-0.03861575296423249,-0.024550669241918323,culture
0.04178353455821794,0.35496795066220677,-0.022049526879798362,culture
0.08180997929022656,-0.048566418945073124,-0.033520381697336094,culture
-0.006023492795218489,0.3200425532004207,-0.05374857805054462,culture
-0.006635381931748291,-0.04902448647568204,-0.024040782390843358,culture
0.04283724402771065,-0.02108214506358931,-0.02814163862746947,culture
0.004368466210879713,-0.03304841964005016,-0.05095868973590051,culture
0.03661771169490606,-0.023803857159709996,-0.07966149481870084,culture
0.010495501553525828,-0.04816640411016825,-0.036180735851489905,culture
0.046464403720799484,0.061489111008976416,-0.010315259734437227,culture
-0.04048628009153367,5.632477811552945e-05,0.0013053525095569785,culture
0.05644574155083639,-0.056789655531735185,-0.04277934580206485,culture
0.044750231779139206,0.2583963128692879,-0.03631280217930914,culture
0.058951836597488254,-0.03674479228650026,-0.020892128326456264,culture
-0.027758281596867423,-0.03280842159575332,-0.01693845645586902,culture
-0.009030464180219227,0.3819127352914016,-0.03917309022533742,culture
0.032223674617931505,0.4566404726563926,-0.06377192630807339,culture
0.046792951283713816,0.3745437854310722,-0.06612267130891279,culture
0.09178755824819351,-0.06189278423131421,-0.051419670291455624,culture
0.008015677617018298,-0.04585342116884633,-0.030922665421918814,culture
-0.044094261024104645,-0.003681736033032145,0.01789851227955108,culture
0.043810347156035975,-0.053344098282347804,-0.02359486707886294,culture
0.009393676110804855,-0.034797200371229756,-0.010320930547258007,culture
0.11379605024668742,-0.06629035802664532,-0.04428067801699752,culture
0.059120611540257266,-0.005487036446668697,-0.0018322092420545244,culture
0.02058110823983197,-0.0036937239622873794,-0.008332089671562308,culture
0.01646241243166753,0.4961028119116361,-0.08039851689927777,culture
-0.0458835931934216,0.0014048759076211847,-0.003935488409915724,culture
-0.015787682328522012,-0.04909030798390811,-0.05075043629066658,culture
0.07151145002194957,-0.04564306426586506,-0.04453990095077263,culture
0.04718147187544581,0.4157827749465314,-0.0657447701719708,culture
0.032419654234780985,0.45790083241162904,-0.03005985957919675,culture
-0.0500500357548605,0.004031775590455196,-0.017783776340535278,culture
-0.02877175219594237,-0.017818242673133255,-0.03314695126618559,culture
0.06421356799247208,0.43748319991551793,-0.07038411315055638,culture
0.0295208415726769,-0.023432692492033787,-0.035178795741500915,culture
0.014814928708142551,-0.0479632607679565,-0.04624626041256169,culture
0.036764746635643886,-0.05611118424712572,-0.023377954222259183,culture
-0.0007302119166573986,0.02089267269787268,0.013853671438132245,culture
-0.13213515606910767,-0.03379209055926274,-0.012143728214957064,culture
-0.09367304983179728,0.07833584599965239,0.06772313491778931,culture
-0.004094723970305899,0.010665387737349357,-0.01964528794729299,culture
-0.08032109008520372,-0.04524626131356802,-0.0356800623713002,culture
-0.0035504311434045644,0.4097224758473419,-0.025582327792904865,culture
-0.00042793154314478776,0.33119135349873574,-0.03833192327994637,culture
-0.09767727504869259,-0.03221459690824889,-0.027845863953656458,culture
0.0596983886262779,-0.03305826801944726,-0.02156097034280748,culture
0.14460733900313377,-0.05368240867285907,-0.06074055836667962,culture
0.059286597524936854,0.0068508250762948485,-0.0027233916846136656,culture
-0.05530959434597346,-0.04969199420437265,-0.04961525804869627,culture
0.07073188334879417,-0.056690629164989965,-0.04206693738895174,culture
-0.02307201189575736,0.0003655094147510343,-0.0011010468871428347,culture
